ESTADO_CIVIL,COLEGIO_DEPA,GRADO_INSTRUCCION_MADRE,GRADO_INSTRUCCION_PADRE,NECESIDADES_EDUCATIVAS_ESPECIALES,NOTA_PROMEDIO,DOMICILIO_DEPA,ANIO_NACIMIENTO,NACIMIENTO_DEPA,SEXO,MODALIDAD,FACULTAD,ESPECIALIDAD,CICLO_RELATIVO,CATEGORIA_OBJETIVO_TARGET
1,15,4,5,0,13.09,15,1993,15,1,11,1,1,7,DESERTADO
1,2,5,4,0,13.09,15,1995,2,0,12,2,2,7,DESERTADO
1,15,4,10,0,13.09,15,1995,15,0,12,2,2,7,DESERTADO
1,15,6,4,0,13.09,15,1994,15,1,11,5,18,7,DESERTADO
1,15,4,5,0,13.09,15,1992,15,1,12,10,19,7,DESERTADO
1,3,3,4,0,13.08,15,1994,3,1,11,10,19,7,DESERTADO
1,12,4,8,0,13.08,15,1992,12,0,12,1,1,7,DESERTADO
1,13,3,3,0,13.08,1,1995,13,0,9,9,21,7,DESERTADO
1,14,4,5,0,13.07,15,1996,14,1,9,10,19,7,DESERTADO
1,15,10,7,0,13.07,15,1993,19,1,12,4,6,7,DESERTADO
1,15,3,1,0,13.07,15,1990,15,0,12,4,6,7,DESERTADO
1,15,1,8,0,13.07,15,1993,7,1,11,6,10,7,DESERTADO
1,15,4,4,0,13.06,15,1965,15,1,1,1,24,7,DESERTADO
1,9,4,4,0,13.06,15,1994,10,1,1,2,2,7,DESERTADO
1,15,3,8,0,13.06,15,1997,15,1,8,4,5,7,DESERTADO
1,15,3,1,0,13.06,1,1995,15,0,12,1,24,7,DESERTADO
1,15,4,4,0,13.06,15,1994,15,0,12,1,24,7,DESERTADO
1,15,3,10,0,13.05,15,1994,15,1,12,5,18,7,DESERTADO
1,15,1,8,0,13.05,15,1993,15,0,11,2,2,7,DESERTADO
1,15,3,3,0,13.04,15,1994,15,0,11,6,10,7,DESERTADO
1,21,6,10,0,13.04,15,1996,21,0,1,7,11,7,DESERTADO
1,2,5,1,0,13.04,15,1996,2,1,1,9,21,7,DESERTADO
1,7,3,6,0,13.04,12,1994,15,0,12,4,6,7,DESERTADO
1,2,3,1,0,13.03,15,1996,2,1,1,7,22,7,DESERTADO
1,18,4,1,0,13.03,15,1991,18,0,9,9,21,7,DESERTADO
1,2,4,3,1,13.03,15,1995,2,1,9,4,16,7,DESERTADO
2,15,3,4,0,13.03,15,1992,15,1,9,2,2,7,DESERTADO
1,15,8,3,0,13.03,12,1992,8,1,9,4,14,7,DESERTADO
1,15,4,5,0,13.03,15,1991,12,1,9,7,11,7,DESERTADO
1,15,4,3,0,13.01,15,1996,15,0,12,4,6,7,DESERTADO
1,15,6,4,0,13.01,10,1996,15,1,12,3,7,7,DESERTADO
1,15,10,4,0,13.01,15,1994,15,0,8,3,7,7,DESERTADO
1,15,3,3,0,13.01,15,1995,15,1,9,3,7,7,DESERTADO
1,15,3,3,0,13.01,15,1994,15,0,11,4,6,7,DESERTADO
1,2,4,8,0,13.01,15,1996,2,1,1,2,2,7,DESERTADO
1,12,4,10,0,13.01,15,1995,15,1,1,4,6,7,DESERTADO
1,15,3,1,0,13.01,15,1994,15,0,12,1,1,7,DESERTADO
1,15,6,4,0,13.01,15,1996,15,1,12,1,24,7,DESERTADO
1,11,8,3,0,13.01,15,1995,11,1,9,6,10,7,DESERTADO
1,15,6,4,0,13.01,15,1995,15,1,12,10,19,7,DESERTADO
1,15,6,2,1,13.01,15,1994,15,1,12,10,19,7,DESERTADO
1,15,4,4,0,13.01,15,1992,15,0,12,5,8,7,DESERTADO
1,7,4,3,0,13.01,15,1992,15,0,12,9,25,7,DESERTADO
1,15,3,10,0,13.01,15,1994,15,1,12,5,17,7,DESERTADO
1,15,3,5,0,13,15,1994,15,1,11,8,12,7,DESERTADO
1,12,4,4,0,13,2,1995,12,1,1,5,8,7,DESERTADO
3,15,4,8,0,12.99,15,1992,15,0,12,3,4,7,DESERTADO
1,12,9,4,0,12.99,15,1993,19,1,12,5,17,7,DESERTADO
1,15,3,3,0,12.98,15,1995,22,1,9,5,17,7,DESERTADO
1,15,4,3,0,12.98,15,1996,22,0,7,3,7,7,DESERTADO
1,11,12,4,0,12.98,1,1996,11,1,1,8,12,7,DESERTADO
1,15,10,1,0,12.98,15,1987,9,0,11,2,3,7,DESERTADO
1,15,4,3,0,12.98,15,1994,15,0,9,8,12,7,DESERTADO
5,15,2,6,0,12.98,12,1995,15,1,9,1,1,7,DESERTADO
1,15,4,7,1,12.97,15,1994,15,1,12,10,19,7,DESERTADO
1,15,1,5,1,12.97,15,1991,20,1,12,2,3,7,DESERTADO
1,10,5,10,0,12.96,15,1994,15,1,12,1,1,7,DESERTADO
1,15,1,5,0,12.96,15,1993,10,1,9,1,26,7,DESERTADO
2,15,3,5,0,12.96,15,1993,15,1,12,3,7,7,DESERTADO
1,15,3,3,0,12.96,15,1994,15,1,12,9,21,7,DESERTADO
1,15,2,6,0,12.96,15,1992,15,0,9,8,12,7,DESERTADO
1,15,5,3,0,12.96,15,1994,15,1,8,4,6,7,DESERTADO
1,14,8,4,0,12.95,15,1996,4,0,11,6,20,7,DESERTADO
1,3,8,3,0,12.95,15,1993,8,0,12,1,26,7,DESERTADO
2,15,5,3,1,12.94,15,1991,15,1,12,2,2,7,DESERTADO
1,15,10,3,0,12.94,15,1995,15,1,8,3,4,7,DESERTADO
1,15,9,3,1,12.94,15,1993,20,0,12,2,2,7,DESERTADO
1,15,5,4,0,12.94,15,1992,15,0,12,2,2,7,DESERTADO
1,15,3,3,0,12.93,15,1991,15,0,12,9,27,7,DESERTADO
1,15,1,11,0,12.93,15,1974,15,0,10,4,6,7,DESERTADO
1,15,1,1,0,12.93,15,1995,15,0,12,4,6,7,DESERTADO
1,15,10,1,0,12.93,15,1992,15,1,12,4,6,7,DESERTADO
1,15,4,10,0,12.92,15,1994,15,1,12,10,19,7,DESERTADO
1,7,4,10,0,12.92,7,1994,7,0,11,3,4,7,DESERTADO
1,15,3,4,0,12.92,15,1992,15,1,12,3,4,7,DESERTADO
1,15,4,8,0,12.92,15,1995,15,1,12,3,7,7,DESERTADO
1,12,3,4,0,12.91,15,1995,12,0,17,5,17,7,DESERTADO
1,15,7,1,0,12.91,15,1988,15,0,12,5,17,7,DESERTADO
2,15,4,1,0,12.91,15,1995,15,0,9,6,9,7,DESERTADO
1,15,4,4,0,12.91,15,1995,15,0,8,10,19,7,DESERTADO
4,15,4,3,0,12.91,15,1996,15,0,8,1,26,7,DESERTADO
2,15,5,3,0,12.91,15,1995,15,1,8,5,17,7,DESERTADO
5,7,4,1,0,12.91,7,1995,7,1,12,3,4,7,DESERTADO
1,12,10,1,0,12.91,1,1995,12,1,12,3,7,7,DESERTADO
1,15,5,1,1,12.9,6,1996,15,1,12,5,17,7,DESERTADO
1,15,4,4,0,12.9,15,1994,15,0,12,5,8,7,DESERTADO
1,15,3,4,0,12.89,15,1995,15,0,11,3,4,7,DESERTADO
1,15,1,5,0,12.89,9,1993,15,1,12,3,4,7,DESERTADO
1,12,3,4,0,12.89,15,1996,12,0,1,3,4,7,DESERTADO
1,15,6,6,1,12.89,10,1996,15,0,12,3,7,7,DESERTADO
2,15,1,4,0,12.89,15,1996,15,0,12,3,4,7,DESERTADO
1,15,1,6,0,12.89,15,1995,8,1,8,3,4,7,DESERTADO
1,15,3,4,0,12.89,15,1996,15,1,8,3,4,7,DESERTADO
1,15,1,5,0,12.89,15,1998,15,1,8,4,5,7,DESERTADO
1,15,4,1,0,12.89,15,1992,15,0,12,9,25,7,DESERTADO
1,13,3,5,0,12.89,15,1992,13,0,12,4,14,7,DESERTADO
1,2,8,2,0,12.88,15,1994,2,0,12,2,2,7,DESERTADO
1,15,4,3,1,12.88,19,1994,7,0,11,4,5,7,DESERTADO
1,15,9,3,0,12.88,15,1996,15,0,8,2,2,7,DESERTADO
1,15,4,8,0,12.88,15,1994,15,0,12,4,6,7,DESERTADO
2,15,12,3,0,12.88,15,1997,15,0,11,3,4,7,DESERTADO
1,15,1,4,1,12.88,15,1993,15,0,12,1,1,7,DESERTADO
1,15,6,1,0,12.88,15,1993,15,0,11,4,6,7,DESERTADO
1,15,3,4,0,12.87,1,1995,15,1,11,1,24,7,DESERTADO
1,15,6,8,0,12.87,15,1994,12,1,12,4,14,7,DESERTADO
2,15,1,1,0,12.87,15,1994,1,1,12,6,9,7,DESERTADO
1,12,6,3,0,12.87,15,1989,12,0,12,6,20,7,DESERTADO
1,15,1,1,0,12.87,15,1993,15,1,12,9,25,7,DESERTADO
1,15,5,3,0,12.87,15,1994,15,0,12,4,5,7,DESERTADO
1,15,3,1,0,12.86,7,1990,10,1,12,2,2,7,DESERTADO
1,3,4,1,0,12.86,3,1992,3,0,1,6,10,7,DESERTADO
1,15,3,4,1,12.86,15,1993,15,0,12,10,19,7,DESERTADO
1,15,9,1,0,12.86,7,1995,15,1,12,5,17,7,DESERTADO
1,15,1,3,0,12.86,9,1990,5,1,12,5,8,7,DESERTADO
1,15,3,7,0,12.86,15,1994,15,0,12,6,9,7,DESERTADO
1,15,4,1,0,12.86,15,1994,15,1,12,8,12,7,DESERTADO
1,15,3,6,0,12.86,15,1990,15,0,12,6,20,7,DESERTADO
1,15,4,6,0,12.86,15,1993,15,0,9,6,10,7,DESERTADO
1,15,4,3,0,12.85,15,1993,19,1,12,3,7,7,DESERTADO
1,15,5,3,0,12.85,15,1990,15,1,12,6,10,7,DESERTADO
4,15,6,5,0,12.84,15,1995,15,1,9,1,1,7,DESERTADO
2,15,10,3,0,12.84,15,1995,12,1,8,4,5,7,DESERTADO
2,15,4,3,0,12.84,15,1995,15,0,8,4,16,7,DESERTADO
1,15,4,1,0,12.84,15,1996,15,0,12,4,5,7,DESERTADO
1,15,5,4,0,12.84,1,1992,15,1,12,8,12,7,DESERTADO
2,15,5,6,0,12.84,12,1995,15,0,11,3,4,7,DESERTADO
4,21,5,1,0,12.84,15,1995,4,1,12,7,11,7,DESERTADO
1,2,1,6,0,12.84,15,1996,2,0,9,6,9,7,DESERTADO
2,15,6,3,0,12.84,15,1995,16,1,11,1,24,7,DESERTADO
1,15,6,5,0,12.84,15,1995,15,0,12,10,19,7,DESERTADO
1,15,4,5,0,12.84,15,1992,12,1,12,10,19,7,DESERTADO
1,15,5,4,0,12.84,15,1995,15,0,8,5,17,7,DESERTADO
5,15,4,10,0,12.83,15,1986,10,0,12,8,13,7,DESERTADO
1,15,1,3,0,12.83,15,1984,15,1,1,2,2,7,DESERTADO
1,15,5,3,0,12.83,15,1975,15,0,12,1,24,7,DESERTADO
1,15,3,2,0,12.83,15,1975,15,0,12,2,2,7,DESERTADO
2,15,4,4,0,12.82,15,1986,15,0,12,1,1,7,DESERTADO
1,15,6,5,0,12.82,15,1985,15,0,10,4,6,7,DESERTADO
1,15,4,4,0,12.82,15,1988,15,1,12,4,16,7,DESERTADO
2,15,3,8,0,12.82,15,1984,15,0,12,4,16,7,DESERTADO
1,3,3,10,0,12.82,15,1988,3,1,12,1,1,7,DESERTADO
1,15,6,1,0,12.82,15,1981,15,0,16,4,16,7,DESERTADO
1,15,1,7,0,12.82,15,1984,15,1,12,3,4,7,DESERTADO
1,14,13,6,0,12.82,15,1991,14,1,1,1,26,7,DESERTADO
1,15,4,4,0,12.81,15,1988,15,0,12,8,12,7,DESERTADO
1,15,8,4,0,12.81,15,1989,15,0,12,3,4,7,DESERTADO
1,15,3,3,0,12.8,15,1990,15,1,10,1,1,7,DESERTADO
1,15,6,5,0,12.8,15,1985,15,1,12,7,22,7,DESERTADO
2,15,6,4,0,12.79,15,1979,6,1,10,4,16,7,DESERTADO
1,15,4,10,0,12.79,15,1981,15,0,10,1,1,7,DESERTADO
1,7,6,7,0,12.79,19,1987,15,0,10,8,13,7,DESERTADO
1,15,10,3,0,12.79,10,1981,15,1,12,1,24,7,DESERTADO
1,15,5,1,0,12.79,15,1974,15,0,12,1,1,7,DESERTADO
1,12,4,4,0,12.79,15,1973,12,0,12,1,1,7,DESERTADO
1,15,5,5,0,12.78,15,1966,15,0,12,6,20,7,DESERTADO
1,15,3,3,0,12.78,15,1982,15,0,12,7,11,7,DESERTADO
1,15,1,10,0,12.78,15,1986,5,0,12,10,19,7,DESERTADO
1,15,4,4,0,12.78,15,1982,15,1,10,3,4,7,DESERTADO
1,15,2,6,0,12.78,15,1982,15,1,14,3,7,7,DESERTADO
2,15,7,4,0,12.78,15,1996,15,0,12,9,27,7,DESERTADO
1,20,4,8,0,12.78,15,1994,20,0,11,5,18,7,DESERTADO
1,15,12,4,0,12.78,15,1992,15,1,12,9,21,7,DESERTADO
1,15,6,5,0,12.77,15,1993,2,0,12,5,17,7,DESERTADO
1,15,1,4,0,12.77,15,1982,15,1,12,4,16,7,DESERTADO
1,15,6,3,0,12.76,15,1992,15,0,12,1,1,7,DESERTADO
1,15,3,3,0,12.76,12,1994,15,1,12,10,19,7,DESERTADO
1,15,3,4,0,12.75,15,1993,15,0,12,10,19,7,DESERTADO
1,15,8,4,0,12.75,15,1993,19,1,12,5,17,7,DESERTADO
1,6,4,4,0,12.74,15,1986,13,0,12,5,17,7,DESERTADO
1,15,3,1,0,12.74,15,1962,15,0,1,10,19,7,DESERTADO
1,12,1,5,0,12.73,15,1994,12,1,12,5,17,7,DESERTADO
1,15,6,2,0,12.73,15,1990,15,1,12,10,19,7,DESERTADO
1,15,4,3,0,12.73,15,1994,19,0,12,8,13,7,DESERTADO
1,15,1,9,0,12.73,15,1995,15,1,12,10,19,7,DESERTADO
1,15,8,4,0,12.73,15,1992,15,0,9,9,21,7,DESERTADO
1,15,9,1,0,12.73,15,1988,15,1,12,4,16,7,DESERTADO
1,12,1,5,0,12.73,15,1995,12,1,8,5,8,7,DESERTADO
1,3,1,4,0,12.73,15,1992,3,0,12,9,23,7,DESERTADO
1,15,4,4,0,12.72,15,1984,15,0,12,3,7,7,DESERTADO
2,23,3,5,0,12.72,15,1965,23,0,12,1,1,7,DESERTADO
1,15,4,4,1,12.72,15,1994,15,1,12,9,23,7,DESERTADO
1,15,4,1,0,12.72,15,1995,15,0,8,7,11,7,DESERTADO
4,12,4,4,0,12.72,15,1994,12,0,8,4,6,7,DESERTADO
1,5,4,4,0,12.72,15,1992,15,0,12,6,10,7,DESERTADO
2,15,3,3,0,12.72,15,1996,15,0,12,1,24,7,DESERTADO
1,21,4,4,0,12.72,15,1996,21,0,12,6,9,7,DESERTADO
1,15,5,7,0,12.72,19,1982,15,0,12,6,10,7,DESERTADO
1,15,6,8,0,12.71,15,1993,15,1,12,1,24,7,DESERTADO
1,15,5,1,0,12.71,15,1993,15,0,11,10,19,7,DESERTADO
1,15,8,6,0,12.7,15,1993,15,0,12,4,14,7,DESERTADO
1,15,8,8,0,12.7,15,1989,15,1,10,8,13,7,DESERTADO
1,7,5,1,0,12.7,15,1989,20,0,12,2,3,7,DESERTADO
1,15,4,4,0,12.7,15,1991,2,1,12,10,19,7,DESERTADO
1,2,4,5,0,12.7,15,1991,2,0,12,4,14,7,DESERTADO
1,15,3,13,0,12.7,15,1993,15,0,8,10,19,7,DESERTADO
1,15,4,1,0,12.7,15,1992,15,0,12,6,20,7,DESERTADO
1,15,4,7,1,12.7,15,1996,15,0,12,6,9,7,DESERTADO
1,15,4,3,0,12.69,15,1995,15,1,12,10,19,7,DESERTADO
4,15,8,4,0,12.69,15,1994,15,1,12,10,19,7,DESERTADO
1,15,3,4,0,12.69,15,1993,15,0,12,1,24,7,DESERTADO
1,15,1,3,0,12.69,15,1989,15,1,11,4,5,7,DESERTADO
1,15,4,5,0,12.69,15,1971,15,0,10,4,16,7,DESERTADO
1,15,10,2,0,12.68,15,1996,22,1,12,4,5,7,DESERTADO
1,15,1,7,1,12.68,15,1989,4,1,12,2,2,7,DESERTADO
1,15,4,4,0,12.68,15,1986,15,0,10,3,7,7,DESERTADO
1,15,4,1,0,12.68,15,1988,15,1,10,8,13,7,DESERTADO
1,15,6,6,0,12.67,12,1976,15,1,10,8,12,7,DESERTADO
1,15,3,3,0,12.67,15,1991,15,1,12,10,19,7,DESERTADO
1,10,4,5,0,12.67,4,1992,9,1,11,5,17,7,DESERTADO
1,10,1,6,0,12.67,15,1992,10,0,12,1,26,7,DESERTADO
1,15,3,3,0,12.67,15,1989,22,0,10,3,4,7,DESERTADO
1,10,8,6,0,12.67,15,1987,10,0,16,10,19,7,DESERTADO
1,12,4,3,0,12.67,15,1992,12,0,1,3,7,7,DESERTADO
1,15,4,6,0,12.67,15,1989,15,0,12,1,1,7,DESERTADO
1,15,9,6,0,12.67,15,1989,15,0,12,6,10,7,DESERTADO
4,15,1,1,0,12.66,15,1981,15,1,12,1,1,7,DESERTADO
1,15,10,10,0,12.66,13,1988,15,0,12,2,2,7,DESERTADO
1,15,3,3,0,12.65,15,1992,15,0,12,2,2,7,DESERTADO
1,19,1,1,0,12.65,12,1989,19,1,12,5,17,7,DESERTADO
1,15,3,7,0,12.65,15,1990,12,1,12,10,19,7,DESERTADO
1,19,5,4,0,12.65,15,1988,5,1,10,4,5,7,DESERTADO
1,15,1,6,0,12.63,15,1988,15,0,10,4,16,7,DESERTADO
2,12,4,4,1,12.63,15,1987,15,0,12,10,19,7,DESERTADO
1,15,8,4,0,12.62,15,1994,15,1,1,3,7,7,DESERTADO
1,15,1,3,0,12.62,15,1989,15,0,12,3,4,7,DESERTADO
1,15,10,1,0,12.62,15,1988,12,0,12,6,10,7,DESERTADO
1,15,5,1,0,12.62,15,1990,15,0,10,1,24,7,DESERTADO
1,15,1,4,0,12.62,15,1988,15,0,12,8,12,7,DESERTADO
1,15,4,4,0,12.61,12,1981,15,0,12,8,13,7,DESERTADO
1,15,3,4,0,12.61,15,1986,9,0,16,4,16,7,DESERTADO
1,15,8,6,0,12.61,15,1988,15,0,10,8,13,7,DESERTADO
1,15,4,8,0,12.61,15,1984,15,0,12,2,3,7,DESERTADO
1,15,1,4,0,12.61,15,1992,15,1,1,8,12,7,DESERTADO
1,15,4,6,0,12.61,15,1994,15,1,12,3,4,7,DESERTADO
1,15,10,6,0,12.61,15,1989,15,1,12,3,4,7,DESERTADO
2,15,6,1,0,12.61,15,1980,15,0,12,3,7,7,DESERTADO
2,15,6,2,0,12.61,15,1991,15,0,1,8,13,7,DESERTADO
1,15,3,4,1,12.61,15,1992,15,0,12,6,20,7,DESERTADO
2,15,6,4,1,12.61,2,1993,15,0,12,3,7,7,DESERTADO
2,15,3,1,0,12.61,15,1987,4,1,12,8,12,7,DESERTADO
1,19,1,1,1,12.61,15,1989,19,1,10,4,6,7,DESERTADO
1,10,1,5,0,12.6,15,1988,10,1,12,10,19,7,DESERTADO
1,15,6,4,0,12.6,15,1993,15,0,1,4,5,7,DESERTADO
1,6,1,3,0,12.58,12,1991,6,0,1,4,16,7,DESERTADO
1,19,7,1,0,12.58,12,1992,19,0,11,9,21,7,DESERTADO
1,15,4,4,0,12.57,15,1973,15,1,12,2,2,7,DESERTADO
1,7,10,4,0,12.57,15,1991,16,1,12,10,19,7,DESERTADO
1,2,4,4,0,12.57,15,1992,2,1,10,3,4,7,DESERTADO
1,15,3,4,0,12.57,15,1987,15,1,10,6,10,7,DESERTADO
1,15,4,3,0,12.57,20,1989,15,1,12,6,20,7,DESERTADO
1,15,2,4,0,12.57,15,1991,15,1,16,3,4,7,DESERTADO
1,15,4,4,0,12.56,15,1991,15,1,12,3,4,7,DESERTADO
1,15,3,3,0,12.56,15,1989,15,1,12,3,7,7,DESERTADO
2,15,3,4,0,12.56,15,1988,15,1,12,10,19,7,DESERTADO
1,15,3,3,0,12.56,15,1989,15,1,12,10,19,7,DESERTADO
1,14,8,3,0,12.55,15,1993,14,0,1,2,2,7,DESERTADO
1,15,1,4,0,12.55,15,1989,15,1,10,3,7,7,DESERTADO
1,12,4,4,0,12.55,15,1992,12,0,11,3,4,7,DESERTADO
1,15,9,3,0,12.54,15,1982,3,1,12,1,26,7,DESERTADO
1,15,3,3,0,12.54,15,1991,15,1,10,3,4,7,DESERTADO
1,15,1,8,0,12.54,15,1992,15,0,12,10,19,7,DESERTADO
1,15,1,1,0,12.54,15,1979,15,0,12,10,19,7,DESERTADO
1,15,1,5,0,12.54,15,1989,15,0,7,3,4,7,DESERTADO
1,15,8,6,0,12.54,15,1992,15,0,10,6,10,7,DESERTADO
4,11,3,5,0,12.53,15,1989,11,0,1,8,13,7,DESERTADO
1,15,1,5,0,12.53,15,1984,15,0,16,3,4,7,DESERTADO
1,15,3,6,0,12.53,15,1987,15,1,10,3,7,7,DESERTADO
1,15,3,4,0,12.53,15,1990,15,0,1,6,20,7,DESERTADO
1,15,1,4,0,12.53,15,1996,14,0,9,3,7,7,DESERTADO
1,15,7,1,0,12.53,15,1996,15,0,8,9,21,7,DESERTADO
1,15,1,3,0,12.52,15,1995,15,1,9,1,1,7,DESERTADO
1,15,1,3,1,12.52,15,1995,15,0,12,4,5,7,DESERTADO
1,10,6,3,1,12.52,15,1996,10,1,9,7,11,7,DESERTADO
1,15,5,4,0,12.52,23,1997,15,1,12,8,12,7,DESERTADO
1,15,5,7,0,12.51,1,1992,15,0,11,10,19,7,MATRICULADO
1,15,6,3,1,12.51,15,1981,15,1,12,2,2,7,MATRICULADO
1,15,4,4,0,12.51,7,1959,2,0,12,8,12,7,MATRICULADO
1,15,5,3,0,12.51,15,1990,6,1,12,2,2,7,MATRICULADO
1,7,10,8,0,12.5,15,1995,15,1,12,2,2,7,MATRICULADO
1,12,4,3,0,12.5,15,1993,12,0,12,1,26,7,MATRICULADO
1,15,5,1,0,12.5,15,1991,15,1,12,5,8,7,MATRICULADO
1,15,6,4,0,12.5,15,1995,15,1,12,9,27,7,MATRICULADO
1,14,7,5,0,12.5,15,1994,14,1,9,3,7,7,MATRICULADO
1,24,7,4,0,12.5,19,1984,15,0,10,3,4,7,MATRICULADO
1,13,5,4,0,12.5,15,1992,13,1,16,3,7,7,MATRICULADO
1,15,1,3,0,12.5,15,1994,15,0,12,5,8,7,MATRICULADO
1,15,6,3,0,12.5,15,1994,15,0,12,8,13,7,MATRICULADO
1,12,9,8,0,12.5,15,1990,12,0,1,8,13,7,MATRICULADO
1,15,3,10,0,12.5,15,1993,2,1,8,6,20,7,MATRICULADO
1,12,10,9,0,12.5,15,1993,12,1,12,3,4,7,MATRICULADO
1,1,8,6,0,12.49,1,1993,1,0,12,1,1,7,MATRICULADO
1,15,4,6,0,12.49,15,1994,5,0,12,3,4,7,MATRICULADO
2,12,1,5,1,12.49,15,1987,12,1,12,4,5,7,MATRICULADO
1,15,4,2,0,12.49,15,1993,15,1,11,4,5,7,MATRICULADO
1,15,5,3,0,12.49,15,1995,15,1,9,9,27,7,MATRICULADO
1,15,6,10,0,12.49,1,1991,5,1,12,4,6,7,MATRICULADO
1,15,10,10,0,12.48,15,1975,15,1,12,4,16,7,MATRICULADO
1,12,2,5,0,12.48,15,1987,12,0,12,4,6,7,MATRICULADO
1,15,3,3,0,12.48,13,1987,3,1,14,4,6,7,MATRICULADO
1,15,4,1,0,12.48,15,1992,15,1,11,1,24,7,MATRICULADO
1,15,3,8,0,12.47,15,1992,12,1,12,9,27,7,MATRICULADO
6,15,3,4,0,12.47,5,1991,15,1,12,10,19,7,MATRICULADO
1,15,4,1,0,12.47,15,1993,15,0,12,3,4,7,MATRICULADO
1,15,3,3,0,12.46,15,1992,15,1,12,3,4,7,MATRICULADO
4,15,1,5,0,12.46,15,1993,15,0,12,3,7,7,MATRICULADO
1,15,1,3,0,12.45,2,1992,15,1,12,3,7,7,MATRICULADO
1,12,7,8,0,12.45,15,1994,12,1,8,4,5,7,MATRICULADO
1,15,3,3,0,12.44,15,1994,7,0,8,4,16,7,MATRICULADO
1,15,1,1,0,12.44,15,1975,15,0,10,9,15,7,MATRICULADO
1,15,4,6,0,12.44,15,1992,15,1,9,6,9,7,MATRICULADO
1,15,1,3,0,12.44,15,1995,15,0,12,1,26,7,MATRICULADO
1,15,1,5,0,12.44,15,1993,15,1,12,1,24,7,MATRICULADO
1,15,1,5,0,12.44,15,1990,15,0,12,9,25,7,MATRICULADO
1,3,4,6,0,12.44,15,1992,3,0,12,7,11,7,MATRICULADO
1,12,3,8,0,12.44,15,1993,12,1,9,1,26,7,MATRICULADO
1,15,1,3,0,12.44,15,1992,15,0,10,3,7,7,MATRICULADO
1,15,7,1,0,12.43,15,1992,15,1,11,2,2,7,MATRICULADO
1,15,4,7,0,12.43,1,1991,15,1,12,7,11,7,MATRICULADO
1,15,8,4,0,12.43,15,1992,15,1,9,6,9,7,MATRICULADO
1,15,4,5,0,12.43,15,1991,15,0,12,5,8,7,MATRICULADO
1,15,3,4,0,12.42,15,1992,15,0,10,3,4,7,MATRICULADO
1,3,3,4,0,12.42,15,1988,3,0,12,10,19,7,MATRICULADO
2,9,4,1,0,12.42,15,1987,10,1,12,5,8,7,MATRICULADO
2,15,1,4,0,12.42,15,1993,15,0,11,5,8,7,MATRICULADO
1,15,5,3,0,12.42,1,1992,15,0,12,6,20,7,MATRICULADO
1,15,1,4,0,12.42,15,1991,1,0,12,6,20,7,MATRICULADO
2,19,3,1,0,12.42,15,1995,19,0,8,6,10,7,MATRICULADO
2,15,2,4,1,12.42,15,1992,12,1,12,9,21,7,MATRICULADO
1,15,4,3,0,12.42,15,1993,15,1,12,4,6,7,MATRICULADO
1,16,4,4,0,12.42,15,1991,16,1,11,3,4,7,MATRICULADO
1,15,5,4,0,12.42,15,1993,18,1,12,4,6,7,MATRICULADO
1,15,6,5,0,12.41,15,1992,15,1,12,5,17,7,MATRICULADO
1,15,10,3,0,12.41,15,1992,15,0,12,5,8,7,MATRICULADO
1,15,7,4,0,12.41,15,1991,7,0,12,10,19,7,MATRICULADO
1,15,3,11,0,12.41,15,1981,15,0,10,3,7,7,MATRICULADO
1,15,4,3,0,12.41,15,1986,15,0,1,3,4,7,MATRICULADO
1,3,9,11,0,12.41,1,1986,3,1,10,1,1,7,MATRICULADO
1,15,1,7,0,12.41,15,1982,21,1,1,3,4,7,MATRICULADO
1,15,4,4,0,12.41,15,1988,15,1,10,10,19,7,MATRICULADO
1,15,1,8,0,12.41,15,1976,15,0,12,2,3,7,MATRICULADO
1,15,1,3,0,12.41,15,1994,15,0,12,9,23,7,MATRICULADO
1,15,1,1,0,12.4,15,1994,15,1,12,2,2,7,MATRICULADO
1,15,1,3,0,12.4,15,1992,15,0,10,2,2,7,MATRICULADO
1,22,1,3,0,12.4,15,1992,22,1,12,4,6,7,MATRICULADO
1,2,3,4,1,12.4,7,1991,2,0,12,4,16,7,MATRICULADO
1,15,5,3,0,12.4,15,1995,15,1,9,4,6,7,MATRICULADO
1,7,4,8,0,12.4,15,1993,7,1,12,5,8,7,MATRICULADO
2,2,1,6,0,12.39,2,1993,2,1,9,4,6,7,MATRICULADO
1,15,1,4,0,12.39,15,1996,15,1,12,4,16,7,MATRICULADO
1,15,10,2,0,12.39,15,1990,15,1,12,4,16,7,MATRICULADO
1,15,3,6,0,12.39,15,1996,15,1,9,1,24,7,MATRICULADO
1,15,1,6,0,12.39,15,1995,10,1,12,3,7,7,MATRICULADO
1,15,1,7,0,12.39,15,1995,15,1,9,3,7,7,MATRICULADO
1,15,1,2,0,12.39,15,1995,15,0,12,2,2,7,MATRICULADO
1,15,10,1,0,12.38,10,1970,15,1,12,2,2,7,MATRICULADO
1,15,8,6,1,12.38,15,1958,15,1,12,7,22,7,MATRICULADO
1,15,5,1,0,12.38,15,1994,15,1,12,1,1,7,MATRICULADO
2,15,4,4,0,12.38,15,1991,15,1,12,10,19,7,MATRICULADO
1,15,4,3,0,12.38,15,1993,15,1,12,5,8,7,MATRICULADO
1,15,3,1,0,12.38,15,1994,2,1,12,6,20,7,MATRICULADO
